용어명,물리명,도메인유형,도메인,데이터타입,코드명,정의,요청업무,최종요청자,최종수정일시
비밀번호분실질문내용,PSWD_LOST_QSTN_CN,내용,내용V4000,VARCHAR(4000),,비밀번호를 분실했을 때를 대비하여 미리 받아놓은 질문의 내용,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
비밀번호사용여부,PSWD_USE_YN,여부,여부C1,CHAR(1),,컴퓨터 시스템 등에서 보안을 위해 사용하는 개인 고유의 문자열을 사용했는지 여부,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
비밀번호수정일시,PSWD_MDFCN_DT,연월일시분초,연월일시분초D,DATE,,컴퓨터 시스템 등에서 보안을 위해 사용하는 개인 고유의 문자열을 바로잡아 고친 날짜와 시각,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
비밀번호수정일자,PSWD_MDFCN_YMD,연월일,연월일C8,CHAR(8),,컴퓨터 시스템 등에서 보안을 위해 사용하는 개인 고유의 문자열을 바로잡아 고친 날짜,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
비밀번호실패횟수,PSWD_FAIL_NMTM,수,수N10,NUMBER(10),,비밀번호를 잘못 입력한 횟수,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
비밀번호오류횟수,PSWD_ERR_NMTM,수,수N2,NUMBER(2),,비밀번호를 잘못 입력하여 발생한 오류의 횟수,공공데이터 공통표준용어 5차(2022-07),행정안전부,2022-07-01 00:00:00
비밀번호정답내용,PSWD_CRANS_CN,내용,내용V4000,VARCHAR(4000),,컴퓨터 시스템 등에서 보안을 위해 사용하는 개인 고유의 문자열에 대해 본인 확인을 위해 사전에 입력해 둔 정답의 내용,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
비밀번호초기화여부,PSWD_INIT_YN,여부,여부C1,CHAR(1),,컴퓨터 시스템 등에서 보안을 위해 사용하는 개인 고유의 문자열을 초기화 했는지 여부,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
비밀번호힌트내용,PSWD_HINT_CN,내용,내용V4000,VARCHAR(4000),,컴퓨터 시스템 등에서 보안을 위해 사용하는 개인 고유의 문자열에 대해 본인 확인을 위해 사전에 입력해 둔 문제해결의 실마리가 되는 질문의 내용,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
비밀번호힌트답변내용,PSWD_HINT_ANS_CN,내용,내용V4000,VARCHAR(4000),,컴퓨터 시스템 등에서 보안을 위해 사용하는 개인 고유의 문자열에 대해 본인 확인을 위해 사전에 입력해 둔 힌트 질문에 대한 답변의 내용,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
비상용승강기수,EUSE_ELVTR_CNT,수,수N7,NUMBER(7),,뜻밖의 긴급한 사태가 일어났을 때 사용되는 동력으로 사람을 아래위로 나르는 장치의 수,공공데이터 공통표준용어 5차(2022-07),행정안전부,2022-07-01 00:00:00
비소함량,ARSNC_CONT,수,"수N10,3","NUMBER(10,3)",,금속광택이 나는 결정성의 비금속 원소인 비소를 포함하고 있는 분량,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
비용발생일자,CST_OCRN_YMD,연월일,연월일C8,CHAR(8),,어떤 일을 하는 데 드는 돈이 발생한 날짜,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
비용여부,CST_YN,여부,여부C1,CHAR(1),,어떤 일을 하는 데 드는 돈인지 여부,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
비용절감금액,CST_RTRC_AMT,금액,금액N15,NUMBER(15),,어떤 일을 하는 데 드는 돈을 아끼거나 줄인 액수,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
비용지급일자,CST_GIVE_YMD,연월일,연월일C8,CHAR(8),,어떤 일을 하는 데 드는 돈을 지급한 날짜,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
비위유형코드,VIOL_TYPE_CD,코드,코드C3,CHAR(3),비위유형코드,공무원의 법령상 의무위반 행위 등 사회 일반 통념상 비난 가능성이 있는 행태를 분류하는 정보를 나타내는 기호체계,공공데이터 공통표준용어 7차(2024-11),인사혁신처,2024-11-01 00:00:00
비유동부채금액,NCLBL_AMT,금액,금액N15,NUMBER(15),,1년 이내에 상환되지 않을 부채를 환산한 돈의 액수,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
비유동자산금액,NCAST_AMT,금액,금액N15,NUMBER(15),,정상적인 생산 활동에 투자되어 운용되고 있으며 현금화하는 데 1년 이상 소요되고 사용 형태가 급격하게 변하지 않는 자산을 환산한 돈의 액수,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
비정규직여부,IREMP_YN,여부,여부C1,CHAR(1),,"근로 방식 및 기간, 고용의 지속성 등의 조건이 정규직과 다른지 여부",공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
비추천수,DCMD_CNT,수,수N10,NUMBER(10),,추천을 하지 아니함을 선택한 가짓수,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
비축수량,STCPL_QTY,수,"수N10,3","NUMBER(10,3)",,만약의 경우를 대비하여 미리 갖추어 모아 두거나 저축한 수효와 분량,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
비치기록물여부,FRNSH_RCDS_YN,여부,여부C1,CHAR(1),,"기록물 관리 규칙에 따라 카드, 도면, 대장과 같이 주로 사람 또는 물품에 관한 사항의 관리나 확인 따위를 비치・활용하여야 하는 기록물인지 여부",공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
비치사유,FRNSH_RSN,내용,내용V4000,VARCHAR(4000),,마련하여 갖추어 둔 이유,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
비치여부,FRNSH_YN,여부,여부C1,CHAR(1),,마련하여 갖추어 뒀는지 여부,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
비품명,FXTRS_NM,명,명V100,VARCHAR(100),,늘 일정하게 갖추어 두고 쓰는 물품의 이름,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
비행시간,FLYNG_HR,시분초,시분초C6,CHAR(6),,공중으로 날아가거나 날아다니는 데에 걸리는 일정한 시간,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
비행일자,FLYNG_YMD,연월일,연월일C8,CHAR(8),,공중으로 날아가거나 날아다닌 날짜,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
빈도수,FREQ_CNT,수,수N10,NUMBER(10),,같은 현상이나 일이 반복되는 도수(度數),공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
사건개요,INCDNT_OTLN,내용,내용V4000,VARCHAR(4000),,사회적으로 문제를 일으키거나 주목받을 만한 뜻밖의 일을 간결하게 추려낸 주요 내용,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
사건내용,INCDNT_CN,내용,내용V4000,VARCHAR(4000),,사회적으로 문제를 일으키거나 주목받을 만한 뜻밖의 일의 내용,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
사건명,INCDNT_NM,명,명V300,VARCHAR(300),,사회적으로 문제를 일으키거나 주목을 받을 만한 뜻밖의 일의 이름,공공데이터 공통표준용어 5차(2022-07),행정안전부,2022-07-01 00:00:00
사건발생일자,INCDNT_OCRN_YMD,연월일,연월일C8,CHAR(8),,사회적으로 문제를 일으키거나 주목을 받을 만한 뜻밖의 일이 발생한 날짜,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
사건번호,INCDNT_NO,번호,번호V20,VARCHAR(20),,사회적으로 문제를 일으키거나 주목을 받을 만한 뜻밖의 일에 부여하는 식별 번호,공공데이터 공통표준용어 5차(2022-07),행정안전부,2022-07-01 00:00:00
사건연도,INCDNT_YR,연도,연도C4,CHAR(4),,사회적으로 문제를 일으키거나 주목받을 만한 뜻밖의 일이 발생한 연도,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
사건일련번호,INCDNT_SN,일련번호,일련번호N22,NUMBER(22),,사회적으로 문제를 일으키거나 주목받을 만한 뜻밖의 일에 일정한 방식으로 연속되게 매긴 번호,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
사건접수번호,INCDNT_RCPT_NO,번호,번호V20,VARCHAR(20),,사회적으로 문제를 일으키거나 주목받을 만한 뜻밖의 일에 대해 신청이나 신고 따위를 구두나 문서로 받은 일에 부여하는 식별 번호,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
사건접수일자,INCDNT_RCPT_YMD,연월일,연월일C8,CHAR(8),,사회적으로 문제를 일으키거나 주목을 받을 만한 뜻밖의 일을 구두나 문서로 받은 날짜,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
사고건수,ACDNT_NOCS,수,수N10,NUMBER(10),,뜻밖에 불행한 일이 일어났거나 사람에게 해를 입혔거나 말썽을 일으킨 어떤 일의 건수,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
사고경위,ACDNT_CRCM,내용,내용V4000,VARCHAR(4000),,특정한 일의 발생한 원인과 과정을 설명한 내용,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
사고내용,ACDNT_CN,내용,내용V4000,VARCHAR(4000),,뜻밖에 불행한 일이 일어났거나 사람에게 해를 입혔거나 말썽을 일으킨 나쁜 짓 또는 어떤 일이 일어난 까닭에 대한 내용,공공데이터 공통표준용어 5차(2022-07),행정안전부,2022-07-01 00:00:00
사고등록일자,ACDNT_REG_YMD,연월일,연월일C8,CHAR(8),,뜻밖에 불행한 일이 일어났거나 사람에게 해를 입혔거나 말썽을 일으킨 나쁜 짓 또는 어떤 일을 등록한 날짜,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
사고명,ACDNT_NM,명,명V300,VARCHAR(300),,뜻밖에 불행한 일이 일어났거나 사람에게 해를 입혔거나 말썽을 일으킨 나쁜 짓 또는 어떤 일의 이름,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
사고발생일시,ACDNT_OCRN_DT,연월일시분초,연월일시분초D,DATE,,뜻밖에 불행한 일이 일어났거나 사람에게 해를 입혔거나 말썽을 일으킨 나쁜 짓 또는 어떤 일이 발생한 날짜와 시각,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
사고발생일자,ACDNT_OCRN_YMD,연월일,연월일C8,CHAR(8),,뜻밖에 불행한 일이 일어났거나 사람에게 해를 입혔거나 말썽을 일으킨 나쁜 짓 또는 어떤 일이 발생한 날짜,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
사고사유,ACDNT_RSN,내용,내용V4000,VARCHAR(4000),,뜻밖에 불행한 일이 일어난 이유,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
사고시각,ACDNT_TM,시분초,시분초C6,CHAR(6),,뜻밖에 불행한 일이 일어난 어느 한 시점,공공데이터 공통표준용어 7차(2024-11),행정안전부,2024-11-01 00:00:00
사고시분,ACDNT_HM,시분,시분C4,CHAR(4),,뜻밖에 불행한 일이 일어난 시와 분,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
사고여부,ACDNT_YN,여부,여부C1,CHAR(1),,뜻밖에 불행한 일이 일어났거나 사람에게 해를 입혔거나 말썽을 일으킨 나쁜 짓 또는 어떤 일인지 여부,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
사고연도,ACDNT_YR,연도,연도C4,CHAR(4),,뜻밖에 불행한 일이 일어난 연도,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
사고연월,ACDNT_YM,연월,연월C6,CHAR(6),,뜻밖에 불행한 일이 일어난 연도와 월,공공데이터 공통표준용어 8차(2025-11),행정안전부,2025-11-01 00:00:00
사고원인내용,ACDNT_CS_CN,내용,내용V4000,VARCHAR(4000),,뜻밖에 불행한 일이 일어났거나 사람에게 해를 입혔거나 말썽을 일으킨 나쁜 짓 또는 어떤 일을 일으키게 하는 근본이 되는 내용,공공데이터 공통표준용어 6차(2023-11),행정안전부,2023-11-01 00:00:00
